code A,code B,位置,開始年,,,終了年,,,,ボーリング上面の標高,ボーリング長さ,,N0,E0,,,,深度,標高,,,,,礫,砂,シルト,粘土,wl0,wp,土粒子密度,w,湿潤密度,間隙比,飽和度
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,T-10,17,17.8,17.4,-32.9,T-10,P010,T-10,P010,0,1,44,55,86.2,33.3,2.71,68.9,1.577,1.902,98.1
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,T-11,18,18.8,18.4,-33.9,T-11,P011,T-11,P011,0,1,45,54,86,34.1,2.687,67.4,1.593,1.824,99.3
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,T-12,19,19.8,19.4,-34.9,T-12,P012,T-12,P012,0,2,40,58,86.4,31.3,2.697,67.6,1.593,1.838,99.2
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,T-13,20,20.5,20.25,-35.75,T-13,P013,T-13,P013,0,2,33,65,89.3,33.5,2.688,70.4,0,0,0
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,T-13,20,20.5,20.25,-35.75,T-13,P014,T-13,P014,0,2,41,57,90.5,34.7,2.687,71.4,1.568,1.937,99
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,T=13,20.5,20.8,20.65,-36.15,T=13,P015,T=13,P015,0,5,32,63,91.8,34.6,2.69,71.7,0,0,0
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,T-14,21,21.5,21.25,-36.75,T-14,P016,T-14,P016,0,2,34,64,89.1,34.3,2.69,59.8,0,0,0
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,T-14,21,21.5,21.25,-36.75,T-14,P017,T-14,P017,0,9,31,60,77.6,30.2,2.682,53.4,1.653,1.489,96.2
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,T=14,21.5,21.8,21.65,-37.15,T=14,P018,T=14,P018,0,51,22,27,42.1,22.7,2.642,29.6,0,0,0
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,P- 1,22.15,22.45,22.3,-37.8,P- 1,P019,P- 1,P019,0,66,21,13,0,0,2.637,24.2,0,0,0
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,T-15,23,23.8,23.4,-38.9,T-15,P020,T-15,P020,0,4,29,67,86.2,29.2,2.703,57.2,1.66,1.56,99.1
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,T-16,24,24.5,24.25,-39.75,T-16,P021,T-16,P021,0,1,34,65,84.5,33.1,2.704,50.6,0,0,0
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,T-16,24,24.5,24.25,-39.75,T-16,P022,T-16,P022,0,0,40,60,80.9,29.4,2.739,51.4,1.7,1.439,97.8
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,T=16,24.5,24.8,24.65,-40.15,T=16,P023,T=16,P023,0,1,32,67,79.3,32.4,2.715,50.8,0,0,0
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,T-17,25,25.5,25.25,-40.75,T-17,P024,T-17,P024,0,12,39,49,60.6,27.6,2.653,55,1.65,1.492,97.8
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,T=17,25.5,25.8,25.65,-41.15,T=17,P025,T=17,P025,0,1,31,68,85.7,33.4,2.674,36.3,1.824,0.998,97.2
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,T-18,26,26.5,26.25,-41.75,T-18,P026,T-18,P026,0,43,50,7,39.1,21.6,2.666,29.8,1.915,0.807,98.4
O993P654,No.7- 5 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,22,1999,11,25,KP,-15.5,35.26,0,34.6374987,135.2257368,T=18,26.5,26.8,26.65,-42.15,T=18,P027,T=18,P027,0,20,66,14,41.2,21.5,2.659,31.3,1.888,0.849,98
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T- 1,1,1.8,1.4,-17.2,T- 1,P001,T- 1,P001,0,1,53,46,95.5,36.6,2.686,88.5,1.486,2.407,98.7
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T- 2,2,2.8,2.4,-18.2,T- 2,P002,T- 2,P002,0,1,52,47,106.7,39.5,2.685,99.2,1.446,2.699,98.7
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T- 3,4,4.8,4.4,-20.2,T- 3,P003,T- 3,P003,0,3,51,46,97.2,37.4,2.674,90.9,1.482,2.449,99.2
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T- 4,6,6.75,6.38,-22.18,T- 4,P004,T- 4,P004,0,1,50,49,93.4,34.6,2.665,75.1,1.551,2.009,99.6
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T- 5,8,8.85,8.43,-24.23,T- 5,P005,T- 5,P005,0,1,53,46,93,35.1,2.669,78.4,1.527,2.118,98.8
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T- 6,10,10.85,10.43,-26.23,T- 6,P006,T- 6,P006,0,1,48,51,90.8,34.4,2.668,76.5,1.544,2.05,99.6
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T- 7,12,12.8,12.4,-28.2,T- 7,P007,T- 7,P007,0,1,49,50,90,33.9,2.669,74.7,1.549,2.01,99.2
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T- 8,14,14.85,14.43,-30.23,T- 8,P008,T- 8,P008,0,3,49,48,77.6,31.1,2.62,66,1.583,1.747,99
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T- 9,15,15.85,15.43,-31.23,T- 9,P009,T- 9,P009,0,1,44,55,89.2,33.4,2.68,67.5,1.585,1.832,98.7
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T-10,16,16.85,16.43,-32.23,T-10,P010,T-10,P010,0,1,44,55,87.8,34.2,2.682,72.1,1.559,1.961,98.6
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T-11,17,17.85,17.43,-33.23,T-11,P011,T-11,P011,0,1,42,57,87.6,34.6,2.688,72.9,1.556,1.987,98.6
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T-12,18,18.85,18.43,-34.23,T-12,P012,T-12,P012,0,1,43,56,80.8,31.4,2.691,70.7,1.567,1.931,98.5
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T-13,19,19.75,19.38,-35.17,T-13,P013,T-13,P013,0,1,51,48,82.5,30.3,2.685,69.9,1.569,1.907,98.4
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T-14,20,20.5,20.25,-36.05,T-14,P014,T-14,P014,0,1,37,62,86,33.4,2.698,68.7,0,0,0
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T-14,20,20.5,20.25,-36.05,T-14,P015,T-14,P015,0,2,40,58,84.7,33.2,2.697,65.8,1.599,1.797,98.8
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T=14,20.5,20.85,20.68,-36.48,T=14,P016,T=14,P016,0,1,39,60,93.2,35.5,2.678,68.3,0,0,0
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T-15,21,21.5,21.25,-37.05,T-15,P017,T-15,P017,0,1,39,60,93.3,34.5,2.678,71.7,0,0,0
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T-15,21,21.5,21.25,-37.05,T-15,P018,T-15,P018,0,1,37,62,87.9,33.6,2.689,78.4,1.542,2.111,99.9
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T=15,21.5,21.85,21.68,-37.48,T=15,P019,T=15,P019,0,4,31,65,94,36.6,2.663,73.7,0,0,0
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T-16,22,22.1,22.05,-37.85,T-16,P020,T-16,P020,0,18,32,50,70.7,29.3,2.657,50.8,1.67,1.405,95.8
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T=16,22.1,22.5,22.3,-38.1,T=16,P021,T=16,P021,0,44,26,30,38.1,17.9,2.646,27.8,1.86,0.818,89.9
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T+16,22.5,22.85,22.68,-38.48,T+16,P022,T+16,P022,0,68,17,15,0,0,2.644,23.2,0,0,0
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T-17,23.5,24.35,23.93,-39.73,T-17,P023,T-17,P023,0,2,46,52,63.8,27.7,2.709,48.2,1.713,1.344,97.2
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,P- 1,24.35,24.41,24.38,-40.18,P- 1,P024,P- 1,P024,0,78,13,9,0,0,2.646,22.8,0,0,0
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,P= 1,24.41,24.48,24.45,-40.25,P= 1,P025,P= 1,P025,0,12,35,53,63.8,28.1,2.688,44.8,0,0,0
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T-18,24.5,25.35,24.93,-40.73,T-18,P026,T-18,P026,0,1,43,56,69.8,27.6,2.719,46.8,1.737,1.298,98
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T-19,25.5,26,25.75,-41.55,T-19,P027,T-19,P027,0,1,44,55,67,27.5,2.682,46.4,0,0,0
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T-19,25.5,26,25.75,-41.55,T-19,P028,T-19,P028,0,2,42,56,72.6,33.6,2.682,49.2,1.71,1.34,98.5
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T=19,26,26.3,26.15,-41.95,T=19,P029,T=19,P029,0,1,37,62,73.7,29.5,2.65,49.2,0,0,0
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T-20,26.5,27.15,26.82,-42.62,T-20,P030,T-20,P030,0,1,36,63,73,25.7,2.677,51.5,1.699,1.387,99.4
O993P655,No.7- 6 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,21,1999,10,31,KP,-15.8,35.35,0,34.6378298,135.2300709,T=20,27.15,27.35,27.25,-43.05,T=20,P031,T=20,P031,0,77,16,7,0,0,2.675,29.3,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P- 1,17.15,17.45,17.3,-33.1,P- 1,P001,P- 1,P001,0,1,43,56,85.8,33.2,2.688,74.4,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P- 3,18.15,18.45,18.3,-34.1,P- 3,P002,P- 3,P002,0,1,39,60,85.9,34.2,2.689,73,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P- 5,19.15,19.45,19.3,-35.1,P- 5,P003,P- 5,P003,0,2,38,60,80.3,32.2,2.706,71.2,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P- 7,20.15,20.45,20.3,-36.1,P- 7,P004,P- 7,P004,0,3,47,50,86.6,31.8,2.7,70.7,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P- 9,21.15,21.45,21.3,-37.1,P- 9,P005,P- 9,P005,0,4,38,58,88.6,34.4,2.702,68.7,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P-10,21.65,21.8,21.73,-37.53,P-10,P006,P-10,P006,0,57,18,25,46.5,23.6,2.649,36.3,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P=10,21.8,21.95,21.88,-37.67,P=10,P007,P=10,P007,0,67,15,18,41.3,19.7,2.651,27.4,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P-11,22.15,22.45,22.3,-38.1,P-11,P008,P-11,P008,0,62,17,21,39.6,20.6,2.649,32.6,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P-12,22.65,22.7,22.67,-38.47,P-12,P009,P-12,P009,0,61,24,15,30.7,19.2,2.646,27.1,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P=12,22.7,23,22.85,-38.65,P=12,P010,P=12,P010,0,23,33,44,67.1,29.2,2.679,44.7,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P-13,23.15,23.45,23.3,-39.1,P-13,P011,P-13,P011,0,3,37,60,80.6,32.2,2.697,54.3,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P-15,24.15,24.45,24.3,-40.1,P-15,P012,P-15,P012,0,13,38,49,69.9,29.5,2.705,49.3,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P-17,25.15,25.45,25.3,-41.1,P-17,P013,P-17,P013,0,2,40,58,71.9,29.1,2.702,47.2,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P-19,26.15,26.47,26.31,-42.11,P-19,P014,P-19,P014,0,1,37,62,71.4,29.2,2.692,45.4,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P-20,26.65,26.9,26.77,-42.58,P-20,P015,P-20,P015,0,1,38,61,76.2,31.7,2.699,48.7,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P=20,26.9,26.98,26.94,-42.74,P=20,P016,P=20,P016,0,8,45,47,75.3,30.3,2.616,46.7,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P-21,27.15,27.3,27.23,-43.03,P-21,P017,P-21,P017,3,52,21,24,46.3,23.3,2.615,27.3,0,0,0
O993P656,No.7- 7 ,神戸市中央区港島９丁目地先公有水面  ,1999,10,23,1999,10,31,KP,-15.8,32.45,0,34.6383187,135.2300348,P=21,27.3,27.45,27.38,-43.17,P=21,P018,P=21,P018,5,70,16,9,0,0,2.636,18.5,0,0,0
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T- 1,1,1.8,1.4,-17.1,T- 1,P001,T- 1,P001,0,2,52,46,98.7,32.8,2.659,81.8,1.51,2.201,98.8
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T- 2,3,3.8,3.4,-19.1,T- 2,P002,T- 2,P002,0,1,52,47,96.4,33.7,2.66,79.7,1.524,2.137,99.2
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T- 3,5,5.8,5.4,-21.1,T- 3,P003,T- 3,P003,0,2,53,45,92.7,33,2.664,77.3,1.524,2.103,97.9
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T- 4,7,7.8,7.4,-23.1,T- 4,P004,T- 4,P004,0,1,53,46,96.1,32.1,2.651,80.6,1.523,2.144,99.7
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T- 5,9,9.8,9.4,-25.1,T- 5,P005,T- 5,P005,0,1,49,50,92.8,34,2.667,76,1.556,2.017,100.5
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T- 6,11,11.8,11.4,-27.1,T- 6,P006,T- 6,P006,0,1,48,51,93.7,30.2,2.661,72.3,1.563,1.933,99.5
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T- 7,13,13.8,13.4,-29.1,T- 7,P007,T- 7,P007,0,1,51,48,83,31.5,2.647,66.5,1.584,1.782,98.8
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T- 8,15,15.61,15.3,-31,T- 8,P008,T- 8,P008,0,1,49,50,88.5,28.5,2.676,70.5,1.572,1.902,99.2
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T- 9,16,16.8,16.4,-32.1,T- 9,P009,T- 9,P009,0,1,43,56,90.5,29.6,2.678,68.7,1.587,1.847,99.6
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T-10,17,17.8,17.4,-33.1,T-10,P010,T-10,P010,0,1,42,57,89.2,32.1,2.685,71.9,1.566,1.947,99.1
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T-11,18,18.8,18.4,-34.1,T-11,P011,T-11,P011,0,2,44,54,88.5,29.1,2.679,69.2,1.586,1.858,99.8
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T-12,19,19.7,19.35,-35.05,T-12,P012,T-12,P012,0,2,42,56,84.2,28.1,2.695,64.7,1.603,1.769,98.6
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T-13,20,20.5,20.25,-35.95,T-13,P013,T-13,P013,0,2,38,60,85.4,32.5,2.684,67.3,0,0,0
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T-13,20,20.5,20.25,-35.95,T-13,P014,T-13,P014,0,1,40,59,90.1,30.7,2.686,68.5,1.592,1.843,99.8
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T=13,20.5,20.8,20.65,-36.35,T=13,P015,T=13,P015,0,2,33,65,92.2,31.6,2.663,70.4,0,0,0
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T-14,21,21.7,21.35,-37.05,T-14,P016,T-14,P016,0,9,31,60,83.6,28.6,2.685,65.5,1.597,1.784,98.5
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T=14,21.7,21.8,21.75,-37.45,T=14,P017,T=14,P017,0,36,27,37,47.2,21,2.682,40.2,1.811,1.076,100.2
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,P- 1,22.15,22.3,22.23,-37.92,P- 1,P018,P- 1,P018,0,48,24,28,35.9,21.6,2.659,35.5,0,0,0
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,P= 1,22.3,22.45,22.38,-38.08,P= 1,P019,P= 1,P019,0,80,14,6,0,0,2.635,19.1,0,0,0
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,P- 2,22.65,22.95,22.8,-38.5,P- 2,P020,P- 2,P020,0,48,34,18,35.8,20,2.651,32.7,0,0,0
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,P- 3,23.15,23.5,23.32,-39.02,P- 3,P021,P- 3,P021,1,52,29,18,41.9,21.8,2.647,28.5,0,0,0
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T-15,23.5,24,23.75,-39.45,T-15,P022,T-15,P022,0,3,34,63,85.5,28.6,2.699,54.8,1.655,1.525,97
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T-16,24,24.8,24.4,-40.1,T-16,P023,T-16,P023,0,1,35,64,76.5,26.9,2.7,52.8,1.701,1.425,100
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T-17,25,25.7,25.35,-41.05,T-17,P024,T-17,P024,0,1,39,60,77.6,28.1,2.681,50,1.705,1.359,98.7
O993P657,No.7- 8 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,18,1999,12,17,KP,-15.7,94.32,0,34.6376348,135.2278709,T-18,26,26.55,26.27,-41.97,T-18,P025,T-18,P025,0,23,58,19,47.9,22.4,2.657,33.7,1.862,0.908,98.6
O993P658,No.7- 9 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,13,1999,12,16,KP,-15.45,90.43,0,34.6368957,135.2181429,T- 1,1,1.8,1.4,-16.85,T- 1,P001,T- 1,P001,0,2,66,32,95.9,35.5,2.679,90.7,1.459,2.502,97.1
O993P658,No.7- 9 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,13,1999,12,16,KP,-15.45,90.43,0,34.6368957,135.2181429,T- 2,3,3.8,3.4,-18.85,T- 2,P002,T- 2,P002,0,2,54,44,94.2,35.4,2.673,78.7,1.526,2.13,98.8
O993P658,No.7- 9 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,13,1999,12,16,KP,-15.45,90.43,0,34.6368957,135.2181429,T- 3,5,5.8,5.4,-20.85,T- 3,P003,T- 3,P003,0,2,50,48,93.6,35.3,2.674,83.6,1.514,2.246,99.6
O993P658,No.7- 9 ,神戸市中央区港島９丁目地先公有水面  ,1999,11,13,1999,12,16,KP,-15.45,90.43,0,34.6368957,135.2181429,T- 4,7,7.8,7.4,-22.85,T- 4,P004,T- 4,P004,0,2,57,41,89.9,34.5,2.677,72.7,1.555,1.973,98.6
