code A,code B,位置,N0,E0,試験深度,砂,シルト,粘土,土粒子密度,distance,wl0
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355,135.23475,-36.7,1,30,69,2.736,6707.565672,83.3
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355,135.23475,-38.7,1,31,68,2.741,6707.565672,83.3
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-40.0,2,36,62,2.721,7559.295029,83.2
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-40.0,2,36,62,2.721,7559.295029,83.2
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288593,135.237698,-32.55,0,37,63,2.677,7488.591954,83.1
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-36.35,0,52,48,2.71,7340.244076,83.1
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-40.05,2,31,67,2.74,7340.244076,83.1
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-36.35,0,52,48,2.71,7340.244076,83.1
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-40.05,2,31,67,2.74,7340.244076,83.1
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288611,135.2376939,-32.55,0,37,63,2.677,7488.591954,83.1
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-33.23,1,36,63,2.68,7618.316711,83.0
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-34.0,0,36,64,2.699,7559.295029,83.0
O003P002,"No.1    ","神戸港ポートアイランド沖            ",34.6488567,135.2251433,-21.6,1,51,47,2.656,4991.934948,83.0
O244P213,"No.2    ","神戸市中央区ポートアイランド沖      ",34.6471267,135.22638,-31.8,2,53,45,2.722,5213.552507,83.0
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-34.0,0,36,64,2.699,7559.295029,83.0
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355018,135.2347541,-38.2,1,31,68,2.747,6707.565672,82.9
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355,135.23475,-38.2,1,31,68,2.747,6707.565672,82.9
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282202,135.2387821,-44.2,1,26,73,2.746,7595.457234,82.8
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-41.95,4,29,67,2.72,7152.549301,82.8
O206p050,-2M南No1,"神戸市生田区ポートアイランド内      ",34.6609803,135.2194717,-25.59,0,0,0,0.0,3553.359012,82.8
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-41.95,4,29,67,2.72,7152.549301,82.8
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282219,135.2387781,-44.2,1,26,73,2.746,7595.457234,82.8
O242P206,"No.2    ","神戸市ポートアイランド沖合          ",34.6471319,135.23063,-34.3,4,43,53,2.706,5386.929043,82.7
O620k097,"No.G-1  ","大阪府泉州沖海域                    ",34.4419933,135.2547603,-29.0,1,35,64,2.665,6542.298244,82.6
O617K038,"No.57-3 ","大阪府泉州沖海域                    ",34.4388286,135.2637933,-30.7,1,50,49,2.682,5694.240586,82.6
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-35.4,1,35,64,2.676,6521.953727,82.6
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355018,135.2347541,-36.2,1,32,67,2.736,6707.565672,82.6
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355018,135.2347541,-37.2,1,34,65,2.729,6707.565672,82.6
O244P212,"No.1    ","神戸港ポートアイランド沖            ",34.6471333,135.2285269,-21.9,1,47,52,2.704,5297.873705,82.6
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355,135.23475,-36.2,1,32,67,2.736,6707.565672,82.6
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355,135.23475,-37.2,1,34,65,2.729,6707.565672,82.6
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-35.4,1,35,64,2.676,6521.953727,82.6
O620K089,"No.A-6  ","大阪府泉州沖海域                    ",34.4406667,135.2584533,-35.3,4,35,61,2.695,6191.427442,82.5
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-33.1,0,33,67,2.713,7152.549301,82.5
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-35.1,0,34,66,2.69,7152.549301,82.5
O296p326,"No.KH-1 ","神戸市中央区港島地先                ",34.6537853,135.2261053,-28.6,1,45,54,2.719,4540.502108,82.5
O296p326,"No.KH-1 ","神戸市中央区港島地先                ",34.6537853,135.2261053,-30.6,1,45,54,2.739,4540.502108,82.5
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-33.1,0,33,67,2.713,7152.549301,82.5
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-35.1,0,34,66,2.69,7152.549301,82.5
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-37.95,1,33,66,2.715,7340.244076,82.4
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-37.95,1,33,66,2.715,7340.244076,82.4
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288593,135.237698,-37.55,0,37,63,2.715,7488.591954,82.3
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288611,135.2376939,-37.55,0,37,63,2.715,7488.591954,82.3
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-38.0,2,39,59,2.695,7559.295029,82.2
O237p182,"No.6    ","神戸市生田区神戸港外海面            ",34.6697917,135.2154369,-18.83,2,44,54,2.653,2513.826512,82.2
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-38.0,2,39,59,2.695,7559.295029,82.2
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381957,135.2347541,-33.1,1,34,65,2.705,6440.284847,82.1
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381939,135.23475,-33.1,1,34,65,2.705,6440.284847,82.1
O621K104,"No.B-2  ","大阪府泉州沖海域                    ",34.4388886,135.2636119,-32.8,2,39,59,2.681,5710.841483,82.0
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-39.35,1,30,69,2.722,7152.549301,82.0
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-39.35,1,30,69,2.722,7152.549301,82.0
O620k097,"No.G-1  ","大阪府泉州沖海域                    ",34.4419933,135.2547603,-31.0,1,38,61,2.645,6542.298244,81.9
O986P580,"No.10   ",神戸市中央区港島中町７丁目，９丁目地,34.6305913,135.2374541,-40.25,6,49,45,2.719,7305.673507,81.9
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-37.4,1,36,63,2.708,6521.953727,81.9
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-39.0,2,30,68,2.712,7340.244076,81.9
O244P212,"No.1    ","神戸港ポートアイランド沖            ",34.6471333,135.2285269,-25.9,1,41,58,2.705,5297.873705,81.9
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-37.4,1,36,63,2.708,6521.953727,81.9
O986P580,"No.10   ",神戸市中央区港島中町７丁目，９丁目地,34.6305931,135.23745,-40.25,6,49,45,2.719,7305.673507,81.9
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-39.0,2,30,68,2.712,7340.244076,81.9
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289421,135.2387821,-45.25,3,33,64,2.743,7523.443163,81.8
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289439,135.2387781,-45.25,3,33,64,2.743,7523.443163,81.8
O619K066,No.60B-1,"大阪府泉州沖海域                    ",34.4333333,135.2683328,-27.4,3,38,59,2.713,4972.503694,81.7
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-42.25,1,30,69,2.682,7559.295029,81.7
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-39.9,2,30,68,2.726,7082.264655,81.7
O003P002,"No.1    ","神戸港ポートアイランド沖            ",34.6488567,135.2251433,-27.6,1,47,52,2.655,4991.934948,81.7
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-39.9,2,30,68,2.726,7082.264655,81.7
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-42.25,1,30,69,2.682,7559.295029,81.7
O620k097,"No.G-1  ","大阪府泉州沖海域                    ",34.4419933,135.2547603,-36.0,2,26,72,2.686,6542.298244,81.6
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301371,135.2353652,-46.97,0,27,73,2.727,7270.087216,81.6
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301389,135.2353611,-46.97,0,27,73,2.727,7270.087216,81.6
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-37.0,1,41,58,2.705,7559.295029,81.5
O003P002,"No.1    ","神戸港ポートアイランド沖            ",34.6488567,135.2251433,-29.1,1,52,47,2.678,4991.934948,81.5
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-37.0,1,41,58,2.705,7559.295029,81.5
O621K112,"No.D-5  ","大阪府泉州沖海域                    ",34.4319447,135.2627783,-28.3,0,48,52,2.657,5265.068009,81.4
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-41.9,5,26,69,2.701,7082.264655,81.4
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-41.9,5,26,69,2.701,7082.264655,81.4
O620K094,"No.E-4  ","大阪府泉州沖海域                    ",34.4370886,135.2575383,-31.3,3,49,48,2.686,5996.489008,81.3
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288593,135.237698,-38.55,0,34,66,2.733,7488.591954,81.3
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288611,135.2376939,-38.55,0,34,66,2.733,7488.591954,81.3
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289421,135.2387821,-44.75,1,34,65,2.744,7523.443163,81.2
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-36.95,0,32,68,2.716,7152.549301,81.2
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-36.95,0,32,68,2.716,7152.549301,81.2
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289439,135.2387781,-44.75,1,34,65,2.744,7523.443163,81.2
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305543,135.2407821,-43.4,1,24,75,2.742,7447.418245,81.1
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-36.95,0,35,65,2.713,7340.244076,81.1
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-36.95,0,35,65,2.713,7340.244076,81.1
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305561,135.2407781,-43.4,1,24,75,2.742,7447.418245,81.1
O223P059,"No.3    ","神戸港第三防波堤附近                ",34.6765636,135.2106619,-17.4,15,35,50,2.63,1645.797895,81.0
O231P128,"No.P-12 ","神戸港新埠頭                        ",34.6629167,135.2219167,-25.45,11,47,42,2.626,3469.294144,81.0
O242P206,"No.2    ","神戸市ポートアイランド沖合          ",34.6471319,135.23063,-33.3,3,44,53,2.719,5386.929043,81.0
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-38.35,1,31,68,2.696,7340.244076,80.9
O997P667,"No.1    ",神戸市中央区港島及び港島南町の地先公,34.6466939,135.2315281,-29.5,7,50,43,2.669,5469.026124,80.9
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-38.35,1,31,68,2.696,7340.244076,80.9
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-35.95,1,34,65,2.716,7340.244076,80.8
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-39.35,2,32,66,2.73,7340.244076,80.8
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355018,135.2347541,-37.7,1,34,65,2.757,6707.565672,80.8
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355,135.23475,-37.7,1,34,65,2.757,6707.565672,80.8
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-35.95,1,34,65,2.716,7340.244076,80.8
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-39.35,2,32,66,2.73,7340.244076,80.8
O615K039,"No.57-4 ","大阪府泉州沖海域                    ",34.4322353,135.254105,-33.1,3,37,60,2.689,5904.530147,80.7
O620K090,"No.A-7  ","大阪府泉州沖海域                    ",34.4403264,135.26236,-33.1,2,37,61,2.72,5904.530147,80.7
O619K072,No.60B-7,"大阪府泉州沖海域                    ",34.4216664,135.283055,-17.4,29,26,33,2.684,3100.77863,80.7
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282202,135.2387821,-44.8,1,28,71,2.76,7595.457234,80.6
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383187,135.2300348,-39.1,3,37,60,2.697,6242.249655,80.6
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-37.95,2,33,65,2.711,7152.549301,80.6
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383169,135.2300419,-39.1,3,37,60,2.697,6242.249655,80.6
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-37.95,2,33,65,2.711,7152.549301,80.6
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282219,135.2387781,-44.8,1,28,71,2.76,7595.457234,80.6
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-41.23,2,27,71,2.712,7618.316711,80.5
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-37.9,1,31,68,2.733,7082.264655,80.5
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-37.9,1,31,68,2.733,7082.264655,80.5
O617K049,No.57-14,"大阪府泉州沖海域                    ",34.4434353,135.2498317,-35.3,2,52,46,2.692,6990.425817,80.4
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-41.0,2,32,66,2.747,7559.295029,80.4
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280813,135.236698,-43.95,1,28,71,2.735,7528.234538,80.4
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-39.4,2,32,66,2.754,7082.264655,80.4
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-39.4,2,32,66,2.754,7082.264655,80.4
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280831,135.2366939,-43.95,1,28,71,2.735,7528.234538,80.4
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-41.0,2,32,66,2.747,7559.295029,80.4
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383187,135.2300348,-35.1,2,38,60,2.706,6242.249655,80.3
O244P212,"No.1    ","神戸港ポートアイランド沖            ",34.6471333,135.2285269,-31.9,2,46,52,2.729,5297.873705,80.3
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383169,135.2300419,-35.1,2,38,60,2.706,6242.249655,80.3
O621K104,"No.B-2  ","大阪府泉州沖海域                    ",34.4388886,135.2636119,-30.8,2,42,56,2.666,5710.841483,80.0
O621K104,"No.B-2  ","大阪府泉州沖海域                    ",34.4388886,135.2636119,-31.8,2,45,53,2.693,5710.841483,80.0
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381957,135.2347541,-31.1,1,36,63,2.7,6440.284847,80.0
S187P881,"KG05147 ","神戸市中央区港島地先                ",34.6485278,135.2245556,-31.39,1,45,54,2.674,5003.375358,80.0
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381939,135.23475,-31.1,1,36,63,2.7,6440.284847,80.0
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-38.4,0,30,70,2.728,7082.264655,79.8
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-38.4,0,30,70,2.728,7082.264655,79.8
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283871,135.2410321,-45.15,0,32,68,2.727,7671.064552,79.7
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283889,135.2410281,-45.15,0,32,68,2.727,7671.064552,79.7
O620K090,"No.A-7  ","大阪府泉州沖海域                    ",34.4403264,135.26236,-31.1,0,42,58,2.689,5904.530147,79.5
O621K112,"No.D-5  ","大阪府泉州沖海域                    ",34.4319447,135.2627783,-30.3,1,46,53,2.657,5265.068009,79.5
O229P104,"No.6    ","新埠頭防波堤護岸及第６防波堤        ",34.6597417,135.2212403,-29.0,18,27,55,2.618,3748.377233,79.5
O617K049,No.57-14,"大阪府泉州沖海域                    ",34.4434353,135.2498317,-39.3,6,50,44,2.692,6990.425817,79.4
O620k088,"No.A-5  ","大阪府泉州沖海域                    ",34.441005,135.2545467,-34.9,1,45,54,2.701,6485.585409,79.4
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-38.9,2,31,67,2.747,7082.264655,79.4
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-38.9,2,31,67,2.747,7082.264655,79.4
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-38.35,2,34,64,2.716,7152.549301,79.3
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-36.9,1,36,63,2.709,7082.264655,79.3
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-36.9,1,36,63,2.709,7082.264655,79.3
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-38.35,2,34,64,2.716,7152.549301,79.3
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280813,135.236698,-43.45,1,28,71,2.728,7528.234538,79.2
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280831,135.2366939,-43.45,1,28,71,2.728,7528.234538,79.2
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-38.95,4,32,64,2.732,7152.549301,79.1
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-42.95,1,31,68,2.704,7340.244076,79.1
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-44.33,0,30,70,2.702,7340.244076,79.1
O244P212,"No.1    ","神戸港ポートアイランド沖            ",34.6471333,135.2285269,-29.9,1,44,55,2.719,5297.873705,79.1
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-38.95,4,32,64,2.732,7152.549301,79.1
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-42.95,1,31,68,2.704,7340.244076,79.1
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-44.33,0,30,70,2.702,7340.244076,79.1
O612K023,No.56-13,"大阪府泉州沖海域                    ",34.4469453,135.2497217,-35.4,1,51,48,2.695,7253.408904,79.0
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381957,135.2347541,-36.1,1,37,62,2.717,6440.284847,79.0
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381939,135.23475,-36.1,1,37,62,2.717,6440.284847,79.0
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305543,135.2407821,-43.9,1,27,72,2.732,7447.418245,78.8
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305561,135.2407781,-43.9,1,27,72,2.732,7447.418245,78.8
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283871,135.2410321,-45.65,1,36,63,2.727,7671.064552,78.6
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282202,135.2387821,-47.3,1,20,79,2.744,7595.457234,78.6
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282219,135.2387781,-47.3,1,20,79,2.744,7595.457234,78.6
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283889,135.2410281,-45.65,1,36,63,2.727,7671.064552,78.6
O621K104,"No.B-2  ","大阪府泉州沖海域                    ",34.4388886,135.2636119,-29.8,1,48,51,2.692,5710.841483,78.5
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-32.1,0,41,59,2.622,7340.244076,78.5
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-32.1,0,41,59,2.622,7340.244076,78.5
O612K023,No.56-13,"大阪府泉州沖海域                    ",34.4469453,135.2497217,-36.4,2,46,52,2.693,7253.408904,78.3
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301371,135.2353652,-45.46,0,30,70,2.739,7270.087216,78.3
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-37.4,0,39,61,2.714,7082.264655,78.3
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-37.4,0,39,61,2.714,7082.264655,78.3
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301389,135.2353611,-45.46,0,30,70,2.739,7270.087216,78.3
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-42.23,1,31,68,2.702,7618.316711,78.2
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-37.35,0,33,67,2.716,7152.549301,78.2
S212P992,"KK00799 ","神戸市生田区ＩＳＱ国際交流会館敷地  ",34.66275,135.2169167,-28.37,6,33,59,2.64,3277.467006,78.2
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-37.35,0,33,67,2.716,7152.549301,78.2
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291093,135.240948,-45.3,1,25,74,2.75,7596.370501,78.1
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291111,135.2409439,-45.3,1,25,74,2.75,7596.370501,78.1
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355018,135.2347541,-43.19,0,27,73,2.726,6707.565672,77.9
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-31.4,2,36,62,2.6,6521.953727,77.8
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-31.4,2,36,62,2.6,6521.953727,77.8
O620K089,"No.A-6  ","大阪府泉州沖海域                    ",34.4406667,135.2584533,-33.3,1,41,58,2.7,6191.427442,77.6
O662ka03,"No.S.3  ","泉州沖海域（空港島内）　　　　　　  ",34.435935,135.261475,-32.35,3,41,56,2.681,5636.261618,77.3
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355018,135.2347541,-43.71,0,30,70,2.726,6707.565672,77.3
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355,135.23475,-43.71,0,30,70,2.726,6707.565672,77.3
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-45.48,0,23,77,2.709,7618.316711,77.2
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289421,135.2387821,-46.25,1,33,66,2.753,7523.443163,77.2
O997P668,"No.2    ",神戸市中央区港島及び港島南町の地先公,34.6458061,135.2320561,-40.0,5,31,64,2.612,5578.633574,77.2
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289439,135.2387781,-46.25,1,33,66,2.753,7523.443163,77.2
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-45.05,1,24,75,2.709,7618.316711,77.1
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355018,135.2347541,-42.69,1,29,70,2.751,6707.565672,77.1
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355,135.23475,-42.69,1,29,70,2.751,6707.565672,77.1
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293611,135.2420281,-45.05,1,24,75,2.709,7618.316711,77.1
S282Q382,"KW00266 ","神戸市港外                          ",34.6715556,135.2104722,-20.81,0,61,39,2.654,2151.833284,77.0
O997P668,"No.2    ",神戸市中央区港島及び港島南町の地先公,34.6458061,135.2320561,-35.92,11,31,58,2.671,5578.633574,77.0
O612K023,No.56-13,"大阪府泉州沖海域                    ",34.4469453,135.2497217,-34.4,2,47,51,2.713,7253.408904,76.9
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288593,135.237698,-48.8,11,22,67,2.745,7488.591954,76.7
O997P667,"No.1    ",神戸市中央区港島及び港島南町の地先公,34.6466939,135.2315281,-38.5,3,43,54,2.682,5469.026124,76.7
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288611,135.2376939,-48.8,11,22,67,2.745,7488.591954,76.7
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-48.05,0,18,82,2.725,7618.316711,76.6
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293611,135.2420281,-48.05,0,18,82,2.725,7618.316711,76.6
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282202,135.2387821,-46.3,1,23,76,2.757,7595.457234,76.5
O296p326,"No.KH-1 ","神戸市中央区港島地先                ",34.6537853,135.2261053,-31.6,4,47,49,2.741,4540.502108,76.5
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282219,135.2387781,-46.3,1,23,76,2.757,7595.457234,76.5
O612K023,No.56-13,"大阪府泉州沖海域                    ",34.4469453,135.2497217,-37.4,1,45,54,2.685,7253.408904,76.4
O620K089,"No.A-6  ","大阪府泉州沖海域                    ",34.4406667,135.2584533,-31.3,1,44,55,2.691,6191.427442,76.4
