code A,code B,位置,N0,E0,試験深度,砂,シルト,粘土,土粒子密度,distance,wl0
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-40.35,1,30,69,2.738,7340.244076,88.7
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-40.35,1,30,69,2.738,7340.244076,88.7
O612K023,No.56-13,"大阪府泉州沖海域                    ",34.4469453,135.2497217,-31.4,1,44,55,2.679,7253.408904,88.6
O662ka03,"No.S.3  ","泉州沖海域（空港島内）　　　　　　  ",34.435935,135.261475,-26.35,6,43,51,2.644,5636.261618,88.6
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383187,135.2300348,-37.1,4,38,58,2.702,6242.249655,88.6
S213P999,"KK00812 ","KK0081                              ",34.6646944,135.2165278,-23.99,0,0,0,2.668,3065.875331,88.6
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383169,135.2300419,-37.1,4,38,58,2.702,6242.249655,88.6
O620k097,"No.G-1  ","大阪府泉州沖海域                    ",34.4419933,135.2547603,-27.0,1,35,64,2.656,6542.298244,88.5
O244P212,"No.1    ","神戸港ポートアイランド沖            ",34.6471333,135.2285269,-17.9,2,53,45,2.72,5297.873705,88.5
S282Q384,"KW00268 ","神戸市港外                          ",34.6626389,135.2177222,-22.51,0,49,51,2.659,3318.739081,88.4
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381957,135.2347541,-37.95,1,34,65,2.703,6440.284847,88.3
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-27.23,0,41,59,2.713,7618.316711,88.3
O242P206,"No.2    ","神戸市ポートアイランド沖合          ",34.6471319,135.23063,-31.32,0,40,60,2.69,5386.929043,88.3
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381939,135.23475,-37.95,1,34,65,2.703,6440.284847,88.3
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-27.4,0,40,60,2.677,6521.953727,88.2
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-26.1,5,40,55,2.694,4991.934948,88.2
O003P002,"No.1    ","神戸港ポートアイランド沖            ",34.6488567,135.2251433,-26.1,1,50,49,2.645,4991.934948,88.2
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-27.4,0,40,60,2.677,6521.953727,88.2
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-26.1,5,40,55,2.694,4991.934948,88.2
S282Q384,"KW00268 ","神戸市港外                          ",34.6626389,135.2177222,-23.94,0,57,43,2.651,3318.739081,88.1
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-29.4,0,33,67,2.664,6521.953727,88.0
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381957,135.2347541,-21.1,1,35,64,2.691,6440.284847,88.0
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-30.0,1,40,59,2.706,7559.295029,88.0
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-23.1,0,39,61,2.707,7152.549301,88.0
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381939,135.23475,-21.1,1,35,64,2.691,6440.284847,88.0
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-29.4,0,33,67,2.664,6521.953727,88.0
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-23.1,0,39,61,2.707,7152.549301,88.0
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-30.0,1,40,59,2.706,7559.295029,88.0
O621K104,"No.B-2  ","大阪府泉州沖海域                    ",34.4388886,135.2636119,-28.8,2,50,48,2.634,5710.841483,87.8
S282Q384,"KW00268 ","神戸市港外                          ",34.6626389,135.2177222,-20.9,0,53,47,2.659,3318.739081,87.8
S100N004,"No.1-3  ",神戸市中央区ポートアイランド（ＰＩフ,34.6650483,135.2177517,-25.94,0,33,67,2.685,3078.817978,87.8
O296p326,"No.KH-1 ","神戸市中央区港島地先                ",34.6537853,135.2261053,-26.6,1,44,55,2.713,4540.502108,87.8
O620K094,"No.E-4  ","大阪府泉州沖海域                    ",34.4370886,135.2575383,-29.3,1,53,46,2.647,5996.489008,87.7
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-47.48,0,14,86,2.717,7618.316711,87.7
O244P213,"No.2    ","神戸市中央区ポートアイランド沖      ",34.6471267,135.22638,-29.8,1,45,54,2.705,5213.552507,87.7
O242P206,"No.2    ","神戸市ポートアイランド沖合          ",34.6471319,135.23063,-16.3,2,50,48,2.711,5386.929043,87.7
O242P206,"No.2    ","神戸市ポートアイランド沖合          ",34.6471319,135.23063,-29.33,1,51,48,2.667,5386.929043,87.6
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291093,135.240948,-44.3,1,23,76,2.744,7596.370501,87.5
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-42.85,1,26,73,2.709,7559.295029,87.5
S282Q384,"KW00268 ","神戸市港外                          ",34.6626389,135.2177222,-19.11,0,51,49,2.652,3318.739081,87.5
O201P005,"No.2    ","神戸市生田区新港町・茸合区小野浜町  ",34.6555619,135.2243719,-26.9,7,44,49,2.57,4292.002543,87.5
O003P002,"No.1    ","神戸港ポートアイランド沖            ",34.6488567,135.2251433,-20.1,1,54,45,2.647,4991.934948,87.5
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-42.85,1,26,73,2.709,7559.295029,87.5
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291111,135.2409439,-44.3,1,23,76,2.744,7596.370501,87.5
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-17.4,1,36,63,2.727,6521.953727,87.4
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381957,135.2347541,-27.02,0,40,60,2.69,6440.284847,87.4
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-37.23,1,33,66,2.699,7618.316711,87.4
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288593,135.237698,-34.55,0,32,68,2.72,7488.591954,87.4
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-39.95,1,28,71,2.711,7152.549301,87.4
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-40.9,1,24,75,2.743,7082.264655,87.4
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381939,135.23475,-27.02,0,40,60,2.69,6440.284847,87.4
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-40.9,1,24,75,2.743,7082.264655,87.4
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-17.4,1,36,63,2.727,6521.953727,87.4
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-39.95,1,28,71,2.711,7152.549301,87.4
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288611,135.2376939,-34.55,0,32,68,2.72,7488.591954,87.4
O206p050,-2M南No1,"神戸市生田区ポートアイランド内      ",34.6609803,135.2194717,-20.59,0,0,0,0.0,3553.359012,87.3
O617K038,"No.57-3 ","大阪府泉州沖海域                    ",34.4388286,135.2637933,-31.7,2,48,50,2.684,5694.240586,87.2
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-38.23,1,33,66,2.695,7618.316711,87.2
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-25.1,0,41,59,2.706,7152.549301,87.2
O244P213,"No.2    ","神戸市中央区ポートアイランド沖      ",34.6471267,135.22638,-21.8,1,48,51,2.711,5213.552507,87.2
O244P213,"No.2    ","神戸市中央区ポートアイランド沖      ",34.6471267,135.22638,-27.8,2,44,54,2.696,5213.552507,87.2
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-25.1,0,41,59,2.706,7152.549301,87.2
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-39.65,2,35,63,2.724,6521.953727,87.1
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381957,135.2347541,-23.1,3,31,66,2.693,6440.284847,87.1
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381939,135.23475,-23.1,3,31,66,2.693,6440.284847,87.1
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-39.65,2,35,63,2.724,6521.953727,87.1
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381957,135.2347541,-38.35,1,34,65,2.704,6440.284847,87.0
S282Q383,"KW00267 ","神戸市港外                          ",34.6718056,135.2128611,-14.31,3,55,42,2.632,2208.824879,87.0
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381939,135.23475,-38.35,1,34,65,2.704,6440.284847,87.0
O620k088,"No.A-5  ","大阪府泉州沖海域                    ",34.441005,135.2545467,-28.9,1,49,50,2.684,6485.585409,86.8
O206p050,-2M南No1,"神戸市生田区ポートアイランド内      ",34.6609803,135.2194717,-24.59,0,0,0,0.0,3553.359012,86.8
O621K116,"No.E-8  ","大阪府泉州沖海域                    ",34.4344453,135.261945,-28.6,0,53,47,2.654,5497.321108,86.7
O612K023,No.56-13,"大阪府泉州沖海域                    ",34.4469453,135.2497217,-32.4,1,51,48,2.688,7253.408904,86.6
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383187,135.2300348,-36.1,3,47,50,2.7,6242.249655,86.6
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-21.1,0,41,59,2.709,7152.549301,86.6
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383169,135.2300419,-36.1,3,47,50,2.7,6242.249655,86.6
O997P667,"No.1    ",神戸市中央区港島及び港島南町の地先公,34.6466939,135.2315281,-34.5,4,40,56,2.667,5469.026124,86.6
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-21.1,0,41,59,2.709,7152.549301,86.6
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-40.95,1,28,71,2.709,7152.549301,86.5
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-41.4,1,24,75,2.73,7082.264655,86.5
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-41.4,1,24,75,2.73,7082.264655,86.5
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-40.95,1,28,71,2.709,7152.549301,86.5
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-40.4,1,27,72,2.734,7082.264655,86.3
O237p180,"No.4    ","神戸市生田区神戸港外海面            ",34.6663753,135.21625,-22.27,3,49,48,2.669,2886.098498,86.3
O245P225,"No.3(N) ","中央区港島中町ポートアイランド沖    ",34.6534633,135.2209081,-29.51,1,44,55,2.708,4368.710956,86.3
O296p326,"No.KH-1 ","神戸市中央区港島地先                ",34.6537853,135.2261053,-27.6,1,45,54,2.7,4540.502108,86.3
O244P213,"No.2    ","神戸市中央区ポートアイランド沖      ",34.6471267,135.22638,-25.8,1,47,52,2.697,5213.552507,86.3
O244P212,"No.1    ","神戸港ポートアイランド沖            ",34.6471333,135.2285269,-19.9,1,44,55,2.706,5297.873705,86.3
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-40.4,1,27,72,2.734,7082.264655,86.3
O620K089,"No.A-6  ","大阪府泉州沖海域                    ",34.4406667,135.2584533,-29.3,1,45,54,2.657,6191.427442,86.2
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-27.1,0,34,66,2.7,7152.549301,86.2
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-41.35,3,28,69,2.701,7152.549301,86.2
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355018,135.2347541,-40.2,1,30,69,2.72,6707.565672,86.2
S801U131,"2K00012 ","神戸市中央区港島南町6               ",34.6515278,135.2245,-32.44,2,40,58,2.7,4698.186289,86.2
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355,135.23475,-40.2,1,30,69,2.72,6707.565672,86.2
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-27.1,0,34,66,2.7,7152.549301,86.2
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-41.35,3,28,69,2.701,7152.549301,86.2
O621K112,"No.D-5  ","大阪府泉州沖海域                    ",34.4319447,135.2627783,-26.3,0,56,44,2.659,5265.068009,86.1
O612K012,"No.56-2 ","大阪府泉州沖海域                    ",34.4272217,135.2752783,-24.6,9,40,51,2.684,4044.386165,86.0
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-30.1,0,36,64,2.706,7340.244076,86.0
O206p050,-2M南No1,"神戸市生田区ポートアイランド内      ",34.6609803,135.2194717,-21.59,0,0,0,0.0,3553.359012,86.0
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-30.1,0,36,64,2.706,7340.244076,86.0
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383187,135.2300348,-34.1,1,39,60,2.689,6242.249655,85.9
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383169,135.2300419,-34.1,1,39,60,2.689,6242.249655,85.9
O621K105,"No.B-3  ","大阪府泉州沖海域                    ",34.4366669,135.2655547,-28.5,1,46,53,2.648,5411.407063,85.8
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381957,135.2347541,-29.1,0,33,67,2.68,6440.284847,85.8
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288593,135.237698,-43.4,1,31,68,2.715,7488.591954,85.8
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383187,135.2300348,-33.1,1,43,56,2.688,6242.249655,85.8
S213Q003,"KK00815 ","KK0081                              ",34.66475,135.2165278,-22.11,0,0,0,2.647,3060.262084,85.8
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383169,135.2300419,-33.1,1,43,56,2.688,6242.249655,85.8
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381939,135.23475,-29.1,0,33,67,2.68,6440.284847,85.8
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288611,135.2376939,-43.4,1,31,68,2.715,7488.591954,85.8
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-40.23,1,30,69,2.704,7618.316711,85.7
S282Q384,"KW00268 ","神戸市港外                          ",34.6626389,135.2177222,-16.11,0,59,41,2.65,3318.739081,85.7
O296p326,"No.KH-1 ","神戸市中央区港島地先                ",34.6537853,135.2261053,-23.6,1,44,55,2.73,4540.502108,85.7
S212P992,"KK00799 ","神戸市生田区ＩＳＱ国際交流会館敷地  ",34.66275,135.2169167,-26.62,0,36,64,2.63,3277.467006,85.6
O612K023,No.56-13,"大阪府泉州沖海域                    ",34.4469453,135.2497217,-38.4,1,30,69,2.727,7253.408904,85.5
O237p180,"No.4    ","神戸市生田区神戸港外海面            ",34.6663753,135.21625,-19.35,1,51,48,2.617,2886.098498,85.5
O296p326,"No.KH-1 ","神戸市中央区港島地先                ",34.6537853,135.2261053,-29.6,1,48,51,2.745,4540.502108,85.5
O620K094,"No.E-4  ","大阪府泉州沖海域                    ",34.4370886,135.2575383,-34.3,2,36,62,2.672,5996.489008,85.4
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381957,135.2347541,-37.1,0,38,62,2.709,6440.284847,85.4
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-28.1,0,46,54,2.688,7340.244076,85.4
S282Q384,"KW00268 ","神戸市港外                          ",34.6626389,135.2177222,-17.59,3,56,41,2.654,3318.739081,85.4
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381939,135.23475,-37.1,0,38,62,2.709,6440.284847,85.4
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-28.1,0,46,54,2.688,7340.244076,85.4
O617K038,"No.57-3 ","大阪府泉州沖海域                    ",34.4388286,135.2637933,-28.7,3,45,52,2.673,5694.240586,85.3
O986P580,"No.10   ",神戸市中央区港島中町７丁目，９丁目地,34.6305913,135.2374541,-44.24,0,51,49,2.709,7305.673507,85.3
O986P580,"No.10   ",神戸市中央区港島中町７丁目，９丁目地,34.6305931,135.23745,-44.24,0,51,49,2.709,7305.673507,85.3
O612K023,No.56-13,"大阪府泉州沖海域                    ",34.4469453,135.2497217,-33.4,2,50,48,2.655,7253.408904,85.2
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-36.4,1,36,63,2.74,6521.953727,85.2
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-44.48,1,16,83,2.701,7618.316711,85.2
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288593,135.237698,-39.55,1,33,66,2.73,7488.591954,85.2
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288593,135.237698,-40.65,1,32,67,2.729,7488.591954,85.2
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-34.1,0,34,66,2.711,7340.244076,85.2
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-36.4,1,36,63,2.74,6521.953727,85.2
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-34.1,0,34,66,2.711,7340.244076,85.2
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288611,135.2376939,-39.55,1,33,66,2.73,7488.591954,85.2
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288611,135.2376939,-40.65,1,32,67,2.729,7488.591954,85.2
O617K038,"No.57-3 ","大阪府泉州沖海域                    ",34.4388286,135.2637933,-33.7,8,48,42,2.714,5694.240586,85.1
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-36.0,1,39,60,2.711,7559.295029,85.1
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-36.0,1,39,60,2.711,7559.295029,85.1
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-43.0,1,22,77,2.71,7618.316711,85.0
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355018,135.2347541,-39.23,1,28,71,2.746,6707.565672,85.0
S213Q003,"KK00815 ","KK0081                              ",34.66475,135.2165278,-24.06,0,0,0,2.649,3060.262084,85.0
O003P002,"No.1    ","神戸港ポートアイランド沖            ",34.6488567,135.2251433,-24.6,1,47,51,2.664,4991.934948,85.0
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293611,135.2420281,-43.0,1,22,77,2.71,7618.316711,85.0
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-39.23,1,32,67,2.706,7618.316711,84.9
O242P206,"No.2    ","神戸市ポートアイランド沖合          ",34.6471319,135.23063,-32.32,1,38,61,2.713,5386.929043,84.9
O986P581,"No.11   ",神戸市中央区港島中町７丁目，９丁目地,34.642115,135.2334619,-40.93,0,51,49,2.63,6000.036445,84.9
O617K038,"No.57-3 ","大阪府泉州沖海域                    ",34.4388286,135.2637933,-29.7,1,49,50,2.695,5694.240586,84.8
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305543,135.2407821,-45.95,1,29,70,2.733,7447.418245,84.8
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-29.1,0,35,65,2.696,7152.549301,84.8
O296p326,"No.KH-1 ","神戸市中央区港島地先                ",34.6537853,135.2261053,-22.6,1,41,58,2.729,4540.502108,84.8
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-29.1,0,35,65,2.696,7152.549301,84.8
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305561,135.2407781,-45.95,1,29,70,2.733,7447.418245,84.8
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-43.25,1,26,73,2.729,7559.295029,84.7
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-43.25,1,26,73,2.729,7559.295029,84.7
O620k097,"No.G-1  ","大阪府泉州沖海域                    ",34.4419933,135.2547603,-30.0,1,35,64,2.654,6542.298244,84.6
O621K105,"No.B-3  ","大阪府泉州沖海域                    ",34.4366669,135.2655547,-30.5,1,45,54,2.656,5411.407063,84.6
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-32.0,2,42,56,2.694,7559.295029,84.6
O997P668,"No.2    ",神戸市中央区港島及び港島南町の地先公,34.6458061,135.2320561,-34.0,2,39,59,2.697,5578.633574,84.6
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-32.0,2,42,56,2.694,7559.295029,84.6
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-25.2,1,39,60,2.697,7618.316711,84.4
S282Q383,"KW00267 ","神戸市港外                          ",34.6718056,135.2128611,-15.76,2,56,42,2.654,2208.824879,84.4
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293611,135.2420281,-25.2,1,39,60,2.697,7618.316711,84.4
O620k088,"No.A-5  ","大阪府泉州沖海域                    ",34.441005,135.2545467,-30.9,1,49,50,2.657,6485.585409,84.3
O619K067,No.60B-2,"大阪府泉州沖海域                    ",34.4316667,135.2697214,-26.4,2,45,53,2.664,4753.818703,84.2
O620K094,"No.E-4  ","大阪府泉州沖海域                    ",34.4370886,135.2575383,-35.3,4,47,49,2.701,5996.489008,84.1
O617K038,"No.57-3 ","大阪府泉州沖海域                    ",34.4388286,135.2637933,-32.7,5,43,52,2.716,5694.240586,84.1
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-39.0,1,34,65,2.713,7559.295029,84.1
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-41.85,1,30,69,2.712,7559.295029,84.1
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-39.0,1,34,65,2.713,7559.295029,84.1
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-41.85,1,30,69,2.712,7559.295029,84.1
O612K023,No.56-13,"大阪府泉州沖海域                    ",34.4469453,135.2497217,-39.4,4,42,54,2.738,7253.408904,84.0
O621K116,"No.E-8  ","大阪府泉州沖海域                    ",34.4344453,135.261945,-30.6,1,50,49,2.662,5497.321108,84.0
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-33.4,1,37,62,2.699,6521.953727,84.0
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-33.4,1,37,62,2.699,6521.953727,84.0
O617K049,No.57-14,"大阪府泉州沖海域                    ",34.4434353,135.2498317,-32.3,2,48,50,2.652,6990.425817,83.9
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288593,135.237698,-36.55,0,36,64,2.712,7488.591954,83.9
O237p180,"No.4    ","神戸市生田区神戸港外海面            ",34.6663753,135.21625,-20.83,2,45,53,2.616,2886.098498,83.9
O206p050,-2M南No1,"神戸市生田区ポートアイランド内      ",34.6609803,135.2194717,-22.59,0,0,0,0.0,3553.359012,83.9
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288611,135.2376939,-36.55,0,36,64,2.712,7488.591954,83.9
O617K049,No.57-14,"大阪府泉州沖海域                    ",34.4434353,135.2498317,-33.3,5,49,46,2.637,6990.425817,83.8
O617K049,No.57-14,"大阪府泉州沖海域                    ",34.4434353,135.2498317,-38.3,4,36,60,2.705,6990.425817,83.8
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355018,135.2347541,-39.7,1,28,71,2.728,6707.565672,83.8
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355,135.23475,-39.7,1,28,71,2.728,6707.565672,83.8
O242P206,"No.2    ","神戸市ポートアイランド沖合          ",34.6471319,135.23063,-30.3,0,44,56,2.684,5386.929043,83.7
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381957,135.2347541,-35.1,0,36,64,2.708,6440.284847,83.6
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381939,135.23475,-35.1,0,36,64,2.708,6440.284847,83.6
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-37.35,0,37,63,2.702,7340.244076,83.5
O003P002,"No.1    ","神戸港ポートアイランド沖            ",34.6488567,135.2251433,-17.1,2,54,43,2.678,4991.934948,83.5
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-37.35,0,37,63,2.702,7340.244076,83.5
O611K020,No.56-10,"大阪府泉州沖海域                    ",34.4231531,135.2319631,-33.3,1,39,60,2.681,5996.489008,83.4
O620K094,"No.E-4  ","大阪府泉州沖海域                    ",34.4370886,135.2575383,-33.3,1,47,52,2.7,5996.489008,83.4
O609K013,"No.56-3 ","大阪府泉州沖海域                    ",34.4353603,135.2673497,-28.2,1,53,46,2.689,5192.00076,83.4
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320813,135.2373371,-31.1,0,37,63,2.712,7152.549301,83.4
O206p050,-2M南No1,"神戸市生田区ポートアイランド内      ",34.6609803,135.2194717,-23.59,0,0,0,0.0,3553.359012,83.4
O244P212,"No.1    ","神戸港ポートアイランド沖            ",34.6471333,135.2285269,-23.9,1,46,53,2.706,5297.873705,83.4
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-31.1,0,37,63,2.712,7152.549301,83.4
O619K066,No.60B-1,"大阪府泉州沖海域                    ",34.4333333,135.2683328,-28.4,3,48,49,2.673,4972.503694,83.3
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355018,135.2347541,-36.7,1,30,69,2.736,6707.565672,83.3
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355018,135.2347541,-38.7,1,31,68,2.741,6707.565672,83.3
